"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"v_1058";"v_872";"v_877";"v_878";"v_879";"v_85";"v_451";"v_870";"v_873";"v_874";"v_1135";"v_876";"v_1046";"v_1035";"v_1056";"v_1057";"v_1053";"v_1060";"v_1061";"v_1062";"v_1063";"v_1064";"v_1065";"v_1066";"v_1067";"v_1068";"v_1069";"v_1070";"v_1071";"v_1072";"v_1073";"v_1074";"v_1075";"v_1076";"v_1077";"v_1078";"v_1079";"v_1080";"v_1081";"v_1082";"v_1085";"v_1086";"v_1087";"v_1088";"v_1089";"v_1090";"v_1091";"v_1092";"v_1093";"v_1094";"v_1095";"v_1096";"v_1097";"v_1098";"v_1099";"v_1100";"v_1101";"v_1102";"v_1103";"v_1104";"v_1105";"v_1106";"v_1107";"v_1108";"v_1109";"v_1110";"v_1111";"v_1112";"v_1113";"v_1114";"v_1115";"v_1116";"v_1117";"v_1118";"v_1119";"v_1120";"v_1121";"v_1122";"v_1123";"v_1124";"v_1125";"v_1126";"v_1127";"v_1128";"v_1129";"v_1130";"v_1131";"v_1132";"v_1133";"v_1134";"browser";"referer";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts4384348";"rts4384349";"rts4384394";"rts4384468";"rts4384469";"rts4384897";"rts4385026";"rts4385055";"rts4385159";"rts4385550";"rts4385552"
"264";"0";"0";"31";"4384395";"-77";"564";"160";"2";"29";"11";"1992";"2";"Kauffrau";"1";"2";"2";"2";"2";"1";"-77";"-77";"-66";"Saxophon";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"8a7c697137d6895a406b784f5b7d40da";"1";"0";"1449079914";"2015-12-02 18:11:54";"2015-12-02 18:21:18";"0000-00-00 00:00:00";"15";"80";"564";"205";"352";"124";"0";"98";"296";"420";"498"
"266";"0";"0";"31";"4384395";"-77";"6830";"166";"2";"12";"10";"1994";"3";"Sachbearbeiterin Personal";"1";"1";"2";"0";"1";"2";"2";"2";"The Test";"-66";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"42620be8b25395d8b89b93df27f83aa6";"1";"0";"1449156938";"2015-12-03 15:35:38";"2015-12-03 17:29:28";"0000-00-00 00:00:00";"6358";"6450";"6830";"6561";"6690";"6492";"6472";"0";"6624";"6740";"6805"
"265";"0";"0";"31";"4384395";"-77";"6799";"165";"2";"9";"10";"1994";"3";"Detailhandelsfachfrau";"1";"2";"2";"1";"1";"1";"2";"2";"The Test";"Violine";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"349140792b8b262bd1d3d1221cb18c4c";"1";"0";"1449156938";"2015-12-03 15:35:38";"2015-12-03 17:28:57";"0000-00-00 00:00:00";"6356";"6442";"6799";"6545";"6658";"6485";"6471";"6476";"6606";"6715";"6779"
"268";"0";"0";"22";"4384394";"-77";"6711";"168";"1";"14";"5";"1996";"3";"Geflügelfachmann";"2";"2";"1";"0.5";"2";"1";"-77";"-77";"-66";"Ukulele";"1";"1";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"1";"0";"0";"-77";"-77";"1a4882a1b97aa6f1657b1cfa15279605";"1";"0";"1449156982";"2015-12-03 15:36:22";"2015-12-03 17:29:19";"0000-00-00 00:00:00";"6350";"6415";"0";"6524";"6653";"6448";"0";"6425";"6590";"6711";"6777"
"269";"0";"0";"22";"4384394";"-77";"6660";"167";"2";"20";"8";"1996";"3";"Kauffrau";"1";"1";"2";"0";"1";"1";"1";"2";"-";"Blockflöte";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"1";"0";"0";"-77";"-77";"e839a0ef035789e21f92b476d9deef2a";"1";"0";"1449156990";"2015-12-03 15:36:30";"2015-12-03 17:28:28";"0000-00-00 00:00:00";"6344";"6398";"0";"6489";"6578";"6446";"6425";"6434";"6536";"6660";"6718"
"273";"0";"0";"31";"4384395";"-77";"507";"169";"1";"20";"8";"1996";"3";"Kaufmann EFZ";"1";"1";"2";"2";"1";"2";"2";"2";"Quizduell";"-66";"1";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"723dbd67f399ee26968c7d8e6a15a235";"1";"0";"1449232202";"2015-12-04 12:30:02";"2015-12-04 12:38:30";"0000-00-00 00:00:00";"63";"123";"508";"238";"364";"172";"154";"0";"311";"412";"470"
"274";"0";"0";"31";"4384395";"-77";"644";"170";"2";"21";"9";"1994";"5";"Psychologie";"1";"1";"2";"2";"1";"1";"2";"2";"Candy Crush";"Querflöte";"1";"2";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4384469,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"c2da4eb0d97377d59a0aa7fcd09a9731";"1";"0";"1449232211";"2015-12-04 12:30:11";"2015-12-04 12:40:55";"0000-00-00 00:00:00";"23";"114";"644";"239";"396";"179";"150";"160";"311";"467";"563"
"275";"0";"0";"31";"4384395";"-77";"660";"164";"2";"13";"6";"1993";"5";"Psychologie";"1";"2";"1";"2";"1";"1";"1";"2";"Tetris";"Klavier";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"5dbfcaf54c1f84e1acab05d3243fa702";"1";"0";"1449232215";"2015-12-04 12:30:15";"2015-12-04 12:41:15";"0000-00-00 00:00:00";"47";"135";"660";"298";"456";"198";"179";"192";"389";"546";"649"
"278";"0";"0";"31";"4384395";"-77";"6104";"176";"1";"6";"2";"1994";"2";"Koch";"1";"1";"2";"3";"1";"1";"3";"2";"Cities:Skylines";"Blockflöte";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"d12de74131ea3a53d4dcd3519f804303";"1";"0";"1449504886";"2015-12-07 16:14:46";"2015-12-07 17:56:30";"0000-00-00 00:00:00";"5572";"5676";"6104";"5828";"5953";"5766";"5736";"5746";"5898";"6005";"6089"
"279";"0";"0";"31";"4384395";"-77";"6153";"174";"2";"30";"10";"1997";"7";"Vorkurs für Gestaltung";"1";"2";"2";"0";"1";"1";"2";"2";"keines";"Klavier";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4384468,4384468,4384468,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"996cca66fca7716d485c5d416f92ff1b";"1";"0";"1449504907";"2015-12-07 16:15:07";"2015-12-07 17:57:40";"0000-00-00 00:00:00";"5553";"5670";"6153";"5826";"5985";"5720";"5696";"5709";"5907";"6073";"6151"
"280";"0";"0";"31";"4384395";"-77";"5977";"175";"1";"24";"10";"1991";"2";"Journalist";"1";"1";"2";"2";"1";"1";"1";"2";"Billiard";"Schlagzeug";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"8410b62562ef65f3943930a62cc9abf9";"1";"0";"1449504945";"2015-12-07 16:15:45";"2015-12-07 17:55:22";"0000-00-00 00:00:00";"5506";"5585";"5977";"5699";"5820";"5625";"5609";"5617";"5765";"5873";"5940"
"281";"0";"0";"31";"4384395";"-77";"5991";"172";"1";"8";"3";"1993";"2";"elktroniker";"1";"2";"2";"0";"1";"2";"3";"1";"call of duty";"-66";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"c5fa8d2a534d4249993a7753ca84005e";"1";"0";"1449504956";"2015-12-07 16:15:56";"2015-12-07 17:55:47";"0000-00-00 00:00:00";"5478";"5554";"5991";"5663";"5809";"5583";"5581";"0";"5752";"5878";"5977"
"282";"0";"0";"22";"4384394";"-77";"6098";"171";"1";"10";"6";"1990";"2";"maler";"1";"2";"2";"1";"2";"1";"-77";"-77";"-66";"Schlagzeug- elektronische geräte";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"0";"0";"0";"-77";"-77";"b9d552a0e622ace1133d6340190c2d04";"1";"0";"1449504965";"2015-12-07 16:16:05";"2015-12-07 17:59:05";"0000-00-00 00:00:00";"5492";"5682";"0";"5816";"6024";"5722";"0";"5714";"5927";"6098";"6180"
"283";"0";"0";"31";"4384395";"-77";"5778";"173";"1";"21";"8";"1992";"4";"BWL";"1";"1";"2";"0";"2";"2";"-77";"-77";"-66";"-66";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"6f3898beb8408e2d9b25e83af7fc6a64";"1";"0";"1449505185";"2015-12-07 16:19:45";"2015-12-07 17:56:03";"0000-00-00 00:00:00";"5274";"5390";"5778";"5469";"5600";"5394";"0";"0";"5543";"5660";"5733"
"288";"0";"0";"31";"4384395";"-77";"5493";"177";"2";"1";"9";"1996";"5";"Psychologie";"1";"1";"1";"0";"2";"1";"-77";"-77";"-66";"Marschtrommel";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"da86e6ea4df234faf1cbc14203ed5dc5";"1";"0";"1449565148";"2015-12-08 08:59:08";"2015-12-08 10:30:41";"0000-00-00 00:00:00";"5161";"5207";"5493";"5288";"5369";"5244";"0";"5226";"5335";"5413";"5468"
"289";"0";"0";"22";"4384394";"-77";"377";"178";"2";"29";"12";"1991";"5";"PH Bern IS1";"1";"1";"1";"0.2";"1";"2";"3";"2";"Solitaire";"-66";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"0";"0";"0";"-77";"-77";"401e737e7ba8b633a2f936e21889b2b5";"1";"0";"1449570270";"2015-12-08 10:24:30";"2015-12-08 10:32:22";"0000-00-00 00:00:00";"49";"120";"0";"197";"320";"150";"140";"0";"274";"376";"472"
"290";"0";"0";"31";"4384395";"-77";"533";"179";"2";"2";"12";"1996";"3";"Innendekorateurin";"1";"1";"1";"2";"1";"1";"1";"1";"catApult";"Gitarre";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"639af3696badd59e8bbabe92d27616bc";"1";"0";"1449599937";"2015-12-08 18:38:57";"2015-12-08 18:47:51";"0000-00-00 00:00:00";"43";"107";"534";"233";"358";"174";"150";"159";"312";"408";"493"
"291";"0";"0";"31";"4384395";"-77";"6543";"180";"2";"1";"6";"1987";"2";"Detailhandel/Verkauf";"2";"2";"1";"3";"1";"1";"1";"2";"Fish Smasher/Best Fiends";"Klavier";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4385552,4385552,4385552,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"70a5f8d5ffd423bb9eb374905da77af3";"1";"0";"1449684812";"2015-12-09 18:13:32";"2015-12-09 20:02:35";"0000-00-00 00:00:00";"5783";"5903";"6543";"6080";"6318";"6010";"5959";"5994";"6242";"6403";"6536"
"292";"0";"0";"31";"4384395";"-77";"6302";"182";"1";"21";"3";"1986";"2";"Gärtner";"1";"1";"2";"0";"1";"1";"2";"2";"NHL 2014";"Blockflöte";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"a32fa20bce67ae8c0201fdd73813ca51";"1";"0";"1449684816";"2015-12-09 18:13:36";"2015-12-09 19:58:38";"0000-00-00 00:00:00";"5777";"5854";"6302";"5983";"6129";"5899";"5884";"5894";"6063";"6181";"6263"
"294";"0";"0";"31";"4384395";"-77";"6775";"181";"2";"27";"7";"1994";"2";"Schreiner";"1";"1";"2";"1";"1";"1";"1";"2";"unterschiedlich";"Gitarre, Klavier";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"da8c20a75ef661cea8a2988cc5c50eb4";"1";"0";"1449684878";"2015-12-09 18:14:38";"2015-12-09 20:07:33";"0000-00-00 00:00:00";"5692";"5834";"6775";"6072";"6350";"5942";"5883";"5897";"6215";"6469";"6673"
"297";"0";"0";"31";"4384395";"-77";"5793";"183";"2";"31";"5";"1997";"2";"Grafikerin";"1";"1";"2";"1";"1";"1";"1";"1";"Zombie tsunami";"Harfe, gitarre, flöte";"1";"1";"1";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"1";"0";"-77";"-77";"d83844e598ac2477d9e88981d6b7493d";"1";"0";"1449765435";"2015-12-10 16:37:15";"2015-12-10 18:13:48";"0000-00-00 00:00:00";"5242";"5290";"5793";"5422";"5595";"5347";"5319";"5333";"5525";"5688";"5788"
